,Age,CapitalGain,CapitalLoss,HoursPerWeek,Work-Class,Education,Marital_status,Ocupation,Relationship,Race,Sex,Country,prediction
8635,57,0,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
7620,25,0,0,28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male, United-States,0
27576,30,0,0,29, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female, United-States,0
23143,26,0,0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, Mexico,0
7347,46,99999,0,40, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,1
23988,33,0,0,45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
9651,34,0,0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,1
16624,33,0,0,65, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Female, United-States,0
11482,38,0,0,40, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
14146,50,0,0,48, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
17322,47,0,0,55, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
27688,18,0,0,10, Private, 11th, Never-married, Sales, Own-child, Black, Female, United-States,0
16263,40,0,0,60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
21597,38,0,0,24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States,0
17207,50,0,0,50, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, United-States,1
12693,51,0,1887,40, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
18687,36,0,0,60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
20673,44,0,0,40, Private, 12th, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States,0
16107,41,0,0,40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Germany,1
27359,38,0,0,20, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States,0
31842,42,7688,0,45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States,1
28370,32,0,0,40, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States,0
7612,20,0,0,40, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
9734,35,8614,0,45, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,1
29129,41,0,0,50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
22597,23,0,0,40, Private, Some-college, Separated, Sales, Unmarried, White, Female, United-States,0
26132,41,0,0,40, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
21080,48,0,0,45, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
6068,33,0,0,40, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male, United-States,0
29356,52,7688,0,55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
19986,19,0,0,22, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States,0
29771,59,0,0,60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
20144,41,0,0,40, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0
29847,49,7298,0,40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
19832,37,0,0,40, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Black, Male, United-States,0
26350,33,0,1887,40, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
9875,31,0,0,48, Local-gov, Bachelors, Never-married, Protective-serv, Own-child, Black, Male, United-States,0
17213,58,0,0,20, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male, United-States,1
31673,41,3103,0,35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, Philippines,1
29435,45,0,0,50, Self-emp-inc, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male, United-States,1
16142,56,0,0,40, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male, ?,0
9744,32,0,0,40, Private, 12th, Married-civ-spouse, Craft-repair, Other-relative, White, Male, Mexico,0
26278,29,0,0,38, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female, United-States,0
18966,45,0,0,3, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,0
23296,34,0,0,40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
26047,41,0,0,40, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
20184,51,0,0,40, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,1
6343,32,0,0,40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
24864,57,0,2258,38, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female, United-States,0
281,42,5178,0,40, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
20778,31,0,0,20, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
3041,27,0,0,9, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
3400,39,0,0,40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
24887,38,0,0,38, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
28190,18,0,0,30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
13901,55,0,0,60, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
7540,50,0,0,20, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
25408,42,0,1628,40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
3207,23,0,0,40, ?, Bachelors, Never-married, ?, Own-child, Other, Male, United-States,0
30077,42,7688,0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
26737,47,0,0,40, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0
17218,41,0,0,40, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, Poland,0
22251,50,0,0,45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
3459,21,0,0,40, ?, HS-grad, Never-married, ?, Unmarried, White, Female, United-States,0
11932,21,0,0,40, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States,0
12068,18,0,0,4, ?, Some-college, Never-married, ?, Own-child, White, Female, United-States,0
5232,57,0,0,40, Local-gov, 7th-8th, Divorced, Other-service, Not-in-family, White, Male, United-States,0
31195,36,0,0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States,0
31701,36,0,0,45, Private, 12th, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male, ?,0
9232,60,0,0,40, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
3123,42,0,0,40, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
8592,37,0,0,20, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States,0
28828,33,0,0,14, Private, 7th-8th, Never-married, Other-service, Unmarried, Black, Female, Trinadad&Tobago,0
31473,41,0,0,50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
5184,38,99999,0,36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,1
21441,32,0,0,47, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male, Iran,0
18043,33,0,0,40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
17029,34,0,0,40, State-gov, Some-college, Separated, Exec-managerial, Own-child, White, Female, United-States,0
23513,23,0,0,36, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
9431,20,0,0,60, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States,0
9073,53,0,0,40, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female, United-States,0
11135,48,0,0,80, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States,1
19861,77,20051,0,40, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
26356,34,3103,0,40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, India,1
6378,48,0,0,60, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
13778,38,0,0,45, Private, Bachelors, Never-married, Sales, Unmarried, White, Female, United-States,0
14193,17,0,0,20, Private, 9th, Never-married, Other-service, Own-child, White, Female, United-States,0
27089,25,0,0,55, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
12200,57,0,0,60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,1
10151,52,0,0,20, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female, United-States,0
5180,36,1506,0,45, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, ?,0
19324,68,0,0,43, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,0
9263,26,0,0,40, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,1
11924,55,0,0,40, Self-emp-inc, 10th, Widowed, Transport-moving, Not-in-family, White, Male, United-States,0
17838,23,0,0,40, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
3763,24,0,0,30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0
25101,36,0,0,55, Self-emp-inc, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male, United-States,0
18107,36,0,0,38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
15332,29,0,0,40, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
22992,40,0,0,40, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
5592,30,0,2258,40, Self-emp-not-inc, Some-college, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male, South,0
14404,34,0,0,45, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Male, United-States,0
16739,45,0,0,8, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female, United-States,0
22674,19,0,0,43, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
30816,22,0,0,40, Private, 11th, Separated, Craft-repair, Not-in-family, White, Male, United-States,0
3489,36,0,0,40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,1
24458,60,0,0,40, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States,0
11551,28,0,0,40, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
28724,38,0,0,60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
22419,32,5013,0,55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
23782,38,0,0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
6330,57,0,0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
3074,20,0,0,40, Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States,0
11400,31,0,0,45, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
4907,37,0,0,40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
12140,27,0,0,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
31894,59,0,0,50, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
23876,54,0,0,40, Federal-gov, 12th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
17941,56,0,0,36, Private, 10th, Divorced, Adm-clerical, Unmarried, Black, Female, United-States,0
15194,18,0,0,25, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States,0
25933,38,0,0,52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
16210,62,0,0,40, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
16643,44,0,0,40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
16676,33,0,0,55, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male, United-States,0
2553,27,0,0,40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female, United-States,0
27151,36,0,0,40, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
32007,52,0,1741,38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
28666,40,0,0,38, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
26329,29,0,0,32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States,0
23605,20,0,0,15, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female, United-States,0
2910,28,0,0,30, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
8089,51,0,0,43, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female, United-States,0
28136,36,7298,0,55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
31519,29,0,0,52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, Yugoslavia,1
2712,20,0,0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States,0
16966,47,0,0,10, ?, 7th-8th, Married-civ-spouse, ?, Husband, White, Male, United-States,0
28574,38,0,0,40, Federal-gov, Some-college, Divorced, Tech-support, Unmarried, Black, Female, United-States,0
4776,31,0,0,50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
2810,53,0,0,50, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
9202,33,0,0,40, Private, HS-grad, Separated, Other-service, Unmarried, White, Female, China,0
11608,50,0,0,45, Private, HS-grad, Divorced, Sales, Unmarried, White, Female, United-States,0
13688,42,0,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
31952,57,0,0,50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
16975,30,0,0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male, ?,0
29637,27,0,0,52, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,1
22500,45,0,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
29939,66,0,0,50, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
32374,23,0,0,40, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female, United-States,0
9326,31,0,0,40, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Male, United-States,0
8538,27,0,0,40, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female, United-States,1
22768,53,0,0,40, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,0
17316,53,0,1876,38, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States,1
15178,27,0,0,45, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
29647,42,0,0,40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, Puerto-Rico,1
17493,34,0,0,40, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
9486,25,0,0,20, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
12507,24,0,0,40, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States,0
28359,53,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
23507,19,0,0,20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States,0
8327,43,0,1977,70, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
5817,35,0,0,40, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
13221,47,0,0,40, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female, United-States,0
28186,35,0,0,50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
26115,42,0,0,40, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0
32019,23,0,0,48, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States,0
21385,44,7688,0,40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
9441,47,0,0,45, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female, Thailand,0
1992,47,0,0,70, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States,0
17588,30,0,0,40, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Female, United-States,0
724,42,7298,0,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
30341,50,0,0,40, State-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Female, United-States,0
2823,18,0,0,30, Local-gov, 12th, Never-married, Prof-specialty, Own-child, White, Male, United-States,0
32331,50,0,0,45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female, United-States,0
4443,45,0,0,40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
28720,28,0,0,40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
12423,26,0,0,20, Self-emp-inc, HS-grad, Separated, Sales, Unmarried, White, Female, Honduras,0
24851,23,0,0,40, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,0
21371,30,0,0,60, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, Hungary,0
17954,58,0,0,60, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
28,39,0,0,80, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,1
7104,43,0,0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
18022,22,0,0,30, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States,0
3986,30,0,0,40, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female, United-States,0
22197,44,0,0,48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, South,1
27012,21,0,0,20, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States,0
10286,51,4386,0,52, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
13994,19,0,0,35, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States,0
26931,28,0,0,40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States,0
9579,43,0,0,40, Private, Masters, Divorced, Other-service, Unmarried, White, Female, United-States,0
21002,42,5013,0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
16318,22,0,0,80, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male, United-States,0
22156,44,0,0,52, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
6323,25,0,0,25, Private, Some-college, Never-married, Tech-support, Own-child, White, Male, United-States,0
30541,35,0,0,60, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
4292,49,0,0,40, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female, United-States,0
30413,45,0,0,40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
6036,40,0,0,40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
17748,60,0,0,30, Private, Some-college, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female, United-States,0
11841,49,0,0,40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
12755,28,0,0,40, Private, 12th, Never-married, Sales, Not-in-family, Black, Male, United-States,0
11144,52,0,0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
8008,20,0,0,35, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States,0
25541,17,0,0,20, Private, 10th, Never-married, Sales, Own-child, White, Female, United-States,0
7693,39,0,0,40, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States,0
5851,36,0,0,40, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male, United-States,0
27558,25,0,0,40, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, Cuba,0
22588,36,0,0,50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
14615,67,0,0,40, Federal-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female, United-States,0
21908,36,0,0,52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
3532,34,0,0,44, Private, 10th, Never-married, Farming-fishing, Not-in-family, White, Male, ?,0
10548,30,0,0,55, Private, Prof-school, Divorced, Sales, Own-child, White, Male, United-States,0
26264,29,0,0,40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
24615,47,0,0,40, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States,0
20384,35,0,0,40, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States,0
24955,28,0,0,40, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
8686,59,0,0,40, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
17303,24,0,0,40, Private, 11th, Never-married, Transport-moving, Own-child, White, Male, United-States,0
23852,29,0,0,50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
616,30,0,0,45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States,0
25405,63,0,0,40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female, United-States,0
1093,34,0,0,40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
9050,44,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
16077,37,0,0,30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
3757,42,0,0,50, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Female, United-States,0
3146,32,0,0,40, ?, 10th, Divorced, ?, Not-in-family, White, Female, United-States,0
12207,33,15024,0,40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
8499,66,0,0,40, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States,1
10474,38,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
11329,29,0,0,40, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
17656,38,0,0,40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
5117,22,0,0,40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States,0
3105,46,99999,0,50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
7375,39,4650,0,48, Local-gov, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male, United-States,0
17170,40,0,0,30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, Canada,0
7747,22,0,0,50, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
24637,23,0,0,24, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male, Peru,0
31758,17,0,0,20, ?, 10th, Never-married, ?, Own-child, White, Female, United-States,0
13021,24,0,0,40, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
29995,30,0,0,45, Private, Masters, Never-married, Tech-support, Unmarried, White, Male, Nicaragua,0
28205,29,0,0,30, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
27705,38,0,0,40, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male, United-States,0
21108,30,0,0,40, Private, Prof-school, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female, ?,0
10763,28,0,0,40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
14387,24,0,0,40, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,1
16755,38,0,0,24, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States,0
1379,32,0,0,40, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female, Canada,0
21254,53,0,0,45, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
28989,46,15024,0,55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
17270,24,0,0,40, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, Mexico,0
1839,45,0,0,40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, Philippines,1
8482,26,0,0,44, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Male, United-States,0
30714,40,0,0,70, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
28730,55,0,2258,62, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Male, United-States,1
25113,23,0,0,15, Private, Preschool, Never-married, Other-service, Own-child, White, Female, United-States,0
1081,19,0,0,35, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,0
3080,40,0,0,38, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
24002,41,0,0,50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female, United-States,0
4224,18,0,0,25, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States,0
1445,50,0,0,45, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
4435,40,0,0,30, ?, Some-college, Divorced, ?, Not-in-family, White, Female, United-States,0
16191,36,4865,0,40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
22999,27,0,0,35, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Male, United-States,0
18841,44,0,0,40, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Mexico,0
22786,27,0,0,40, ?, HS-grad, Never-married, ?, Not-in-family, White, Male, United-States,0
7959,49,0,0,48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
28339,44,0,0,55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
5096,65,0,0,25, Local-gov, HS-grad, Widowed, Other-service, Unmarried, Black, Female, United-States,0
